Year_name,,NG_supply,SFF_supply,OP_supply,BW_supply,Geo_PP,Solar_PV_PP,Wind_PP,Small_Hydro_PP,Large_Hydro_PP
2015,1,0.0,0.0,938490.4153354634,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,0.0,0.0,663717.8972507907,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,0.0,0.0,635985.9467635301,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,0.0,0.0,613103.40305457,0.0,0.0,0.0,0.0,0.0,0.0
2015,5,0.0,0.0,541677.3162939297,0.0,0.0,0.0,0.0,0.0,0.0
2015,6,0.0,0.0,641988.0017669819,0.0,0.0,0.0,0.0,0.0,0.0
2015,7,0.0,0.0,513210.86261980835,0.0,0.0,0.0,0.0,0.0,0.0
2015,8,0.0,0.0,503562.30031948886,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,0.0,0.0,915343.4504792333,0.0,0.0,0.0,0.0,0.0,0.0
2015,10,0.0,0.0,554824.2811501598,0.0,0.0,0.0,0.0,0.0,0.0
2015,11,0.0,0.0,919624.6006389777,0.0,0.0,0.0,0.0,0.0,0.0
2015,12,0.0,0.0,912739.6166134186,0.0,0.0,0.0,0.0,0.0,0.0
2015,13,0.0,0.0,527156.5495207668,0.0,0.0,0.0,0.0,0.0,0.0
2015,14,0.0,0.0,582886.4112784298,0.0,0.0,0.0,0.0,0.0,0.0
2015,15,0.0,0.0,898682.1086261981,0.0,0.0,0.0,0.0,0.0,0.0
2015,16,0.0,0.0,910087.8594249202,0.0,0.0,0.0,0.0,0.0,0.0
2015,17,0.0,0.0,613970.2507113845,0.0,0.0,0.0,0.0,0.0,0.0
2015,18,0.0,0.0,638816.6873675085,0.0,0.0,0.0,0.0,0.0,0.0
2015,19,0.0,0.0,718608.7755769262,0.0,0.0,0.0,0.0,0.0,0.0
2015,20,0.0,0.0,805131.1341862574,0.0,0.0,0.0,0.0,0.0,0.0
2015,21,0.0,0.0,656533.5463258786,0.0,0.0,0.0,0.0,0.0,0.0
2015,22,0.0,0.0,640814.696485623,0.0,0.0,0.0,0.0,0.0,0.0
2015,23,0.0,0.0,899219.9361985576,0.0,0.0,0.0,0.0,0.0,0.0
2015,24,0.0,0.0,545512.5468566475,0.0,0.0,0.0,0.0,0.0,0.0
2015,25,0.0,0.0,532993.0002514169,0.0,0.0,0.0,0.0,0.0,0.0
2015,26,0.0,0.0,520383.3865814697,0.0,0.0,0.0,0.0,0.0,0.0
2015,27,0.0,0.0,518019.1693290735,0.0,0.0,0.0,0.0,0.0,0.0
2015,28,0.0,0.0,495287.5399361023,0.0,0.0,0.0,0.0,0.0,0.0
2015,29,0.0,0.0,492939.2971246007,0.0,0.0,0.0,0.0,0.0,0.0
2015,30,0.0,0.0,501432.4820052339,0.0,0.0,0.0,0.0,0.0,0.0
2015,31,0.0,0.0,469217.25239616615,0.0,0.0,0.0,0.0,0.0,0.0
2015,32,0.0,0.0,874640.5750798723,0.0,0.0,0.0,0.0,0.0,0.0
2015,33,0.0,0.0,566805.1118210863,0.0,0.0,0.0,0.0,0.0,0.0
2015,34,0.0,0.0,591054.3130990416,0.0,0.0,0.0,0.0,0.0,0.0
