Year_name,,SFF_PP,Oil_PP,NG_PP,BW_PP
2015,1,0.0,262972.3566048241,0.0,0.0
2015,2,0.0,322603.5417,0.0,0.0
2015,3,0.0,319768.5417,0.0,0.0
2015,4,0.0,315483.5417,0.0,0.0
2015,5,0.0,323158.047559598,0.0,0.0
2015,6,0.0,312398.5417,0.0,0.0
2015,7,0.0,339085.3346136485,0.0,0.0
2015,8,0.0,350313.8221136485,0.0,0.0
2015,9,0.0,249182.4796136485,0.0,0.0
2015,10,0.0,331580.5046136485,0.0,0.0
2015,11,0.0,217577.8406221485,0.0,0.0
2015,12,0.0,240219.26673014852,0.0,0.0
2015,13,0.0,357703.3217301485,0.0,0.0
2015,14,0.0,359000.0,0.0,0.0
2015,15,0.0,250815.5017301485,0.0,0.0
2015,16,0.0,240878.2367301485,0.0,0.0
2015,17,0.0,347063.5417,0.0,0.0
2015,18,0.0,336448.5417,0.0,0.0
2015,19,0.0,359000.0,0.0,0.0
2015,20,0.0,294021.04169999994,0.0,0.0
2015,21,0.0,325688.9567002985,0.0,0.0
2015,22,0.0,342543.81670029846,0.0,0.0
2015,23,0.0,261626.0417,0.0,0.0
2015,24,0.0,341423.5417,0.0,0.0
2015,25,0.0,297604.75,0.0,0.0
2015,26,0.0,278756.9100331335,0.0,0.0
2015,27,0.0,273523.6950331335,0.0,0.0
2015,28,0.0,265899.2900331335,0.0,0.0
2015,29,0.0,264847.2100331335,0.0,0.0
2015,30,0.0,286149.75,0.0,0.0
2015,31,0.0,348453.77013396984,0.0,0.0
2015,32,0.0,188344.33003313353,0.0,0.0
2015,33,0.0,249745.09503313352,0.0,0.0
2015,34,0.0,268919.8000331335,0.0,0.0
2015,35,0.0,258258.6400331335,0.0,0.0
2015,36,0.0,245220.09503313352,0.0,0.0
2015,37,0.0,296912.25,0.0,0.0
2015,38,0.0,347478.09753313346,0.0,0.0
2015,39,0.0,332235.69003313355,0.0,0.0
2015,40,0.0,316395.3250331335,0.0,0.0
2015,41,0.0,337432.9050331335,0.0,0.0
2015,42,0.0,359000.0,0.0,0.0
2015,43,0.0,359000.0,0.0,0.0
2015,44,0.0,359000.0,0.0,0.0
2015,45,0.0,359000.0,0.0,0.0
2015,46,0.0,359000.0,0.0,0.0
2015,47,0.0,330316.26003313344,0.0,0.0
