,Datetime,Region,Technology,Cost,Value
69,2038,reg1,NG_supply,fixed_cost,0.0
70,2039,reg1,NG_supply,fixed_cost,0.0
71,2040,reg1,NG_supply,fixed_cost,0.0
72,2041,reg1,NG_supply,fixed_cost,0.0
73,2042,reg1,NG_supply,fixed_cost,0.0
74,2043,reg1,NG_supply,fixed_cost,0.0
75,2044,reg1,NG_supply,fixed_cost,0.0
76,2045,reg1,NG_supply,fixed_cost,0.0
77,2046,reg1,NG_supply,fixed_cost,0.0
78,2047,reg1,NG_supply,fixed_cost,0.0
79,2048,reg1,NG_supply,fixed_cost,0.0
80,2049,reg1,NG_supply,fixed_cost,0.0
81,2050,reg1,NG_supply,fixed_cost,0.0
82,2051,reg1,NG_supply,fixed_cost,0.0
83,2052,reg1,NG_supply,fixed_cost,0.0
84,2053,reg1,NG_supply,fixed_cost,0.0
85,2054,reg1,NG_supply,fixed_cost,0.0
86,2055,reg1,NG_supply,fixed_cost,0.0
87,2056,reg1,NG_supply,fixed_cost,0.0
88,2057,reg1,NG_supply,fixed_cost,0.0
89,2058,reg1,NG_supply,fixed_cost,0.0
90,2059,reg1,NG_supply,fixed_cost,0.0
91,2060,reg1,NG_supply,fixed_cost,0.0
92,2061,reg1,NG_supply,fixed_cost,0.0
93,2062,reg1,NG_supply,fixed_cost,0.0
94,2063,reg1,NG_supply,fixed_cost,0.0
95,2064,reg1,NG_supply,fixed_cost,0.0
96,2065,reg1,NG_supply,fixed_cost,0.0
97,2066,reg1,NG_supply,fixed_cost,0.0
98,2067,reg1,NG_supply,fixed_cost,0.0
99,2068,reg1,NG_supply,fixed_cost,0.0
100,2069,reg1,NG_supply,fixed_cost,0.0
101,2070,reg1,NG_supply,fixed_cost,0.0
102,2020,reg1,SFF_supply,fixed_cost,0.0
103,2021,reg1,SFF_supply,fixed_cost,0.0
104,2022,reg1,SFF_supply,fixed_cost,0.0
105,2023,reg1,SFF_supply,fixed_cost,0.0
106,2024,reg1,SFF_supply,fixed_cost,0.0
107,2025,reg1,SFF_supply,fixed_cost,0.0
108,2026,reg1,SFF_supply,fixed_cost,0.0
109,2027,reg1,SFF_supply,fixed_cost,0.0
110,2028,reg1,SFF_supply,fixed_cost,0.0
111,2029,reg1,SFF_supply,fixed_cost,0.0
112,2030,reg1,SFF_supply,fixed_cost,0.0
113,2031,reg1,SFF_supply,fixed_cost,0.0
114,2032,reg1,SFF_supply,fixed_cost,0.0
115,2033,reg1,SFF_supply,fixed_cost,0.0
116,2034,reg1,SFF_supply,fixed_cost,0.0
117,2035,reg1,SFF_supply,fixed_cost,0.0
118,2036,reg1,SFF_supply,fixed_cost,0.0
119,2037,reg1,SFF_supply,fixed_cost,0.0
120,2038,reg1,SFF_supply,fixed_cost,0.0
121,2039,reg1,SFF_supply,fixed_cost,0.0
122,2040,reg1,SFF_supply,fixed_cost,0.0
123,2041,reg1,SFF_supply,fixed_cost,0.0
124,2042,reg1,SFF_supply,fixed_cost,0.0
125,2043,reg1,SFF_supply,fixed_cost,0.0
126,2044,reg1,SFF_supply,fixed_cost,0.0
127,2045,reg1,SFF_supply,fixed_cost,0.0
128,2046,reg1,SFF_supply,fixed_cost,0.0
129,2047,reg1,SFF_supply,fixed_cost,0.0
130,2048,reg1,SFF_supply,fixed_cost,0.0
131,2049,reg1,SFF_supply,fixed_cost,0.0
132,2050,reg1,SFF_supply,fixed_cost,0.0
133,2051,reg1,SFF_supply,fixed_cost,0.0
134,2052,reg1,SFF_supply,fixed_cost,0.0
135,2053,reg1,SFF_supply,fixed_cost,0.0
136,2054,reg1,SFF_supply,fixed_cost,0.0
137,2055,reg1,SFF_supply,fixed_cost,0.0
138,2056,reg1,SFF_supply,fixed_cost,0.0
139,2057,reg1,SFF_supply,fixed_cost,0.0
140,2058,reg1,SFF_supply,fixed_cost,0.0
141,2059,reg1,SFF_supply,fixed_cost,0.0
142,2060,reg1,SFF_supply,fixed_cost,0.0
143,2061,reg1,SFF_supply,fixed_cost,0.0
144,2062,reg1,SFF_supply,fixed_cost,0.0
145,2063,reg1,SFF_supply,fixed_cost,0.0
146,2064,reg1,SFF_supply,fixed_cost,0.0
147,2065,reg1,SFF_supply,fixed_cost,0.0
148,2066,reg1,SFF_supply,fixed_cost,0.0
149,2067,reg1,SFF_supply,fixed_cost,0.0
150,2068,reg1,SFF_supply,fixed_cost,0.0
151,2069,reg1,SFF_supply,fixed_cost,0.0
152,2070,reg1,SFF_supply,fixed_cost,0.0
153,2020,reg1,OP_supply,fixed_cost,0.0
154,2021,reg1,OP_supply,fixed_cost,0.0
155,2022,reg1,OP_supply,fixed_cost,0.0
156,2023,reg1,OP_supply,fixed_cost,0.0
157,2024,reg1,OP_supply,fixed_cost,0.0
158,2025,reg1,OP_supply,fixed_cost,0.0
159,2026,reg1,OP_supply,fixed_cost,0.0
160,2027,reg1,OP_supply,fixed_cost,0.0
161,2028,reg1,OP_supply,fixed_cost,0.0
162,2029,reg1,OP_supply,fixed_cost,0.0
163,2030,reg1,OP_supply,fixed_cost,0.0
164,2031,reg1,OP_supply,fixed_cost,0.0
165,2032,reg1,OP_supply,fixed_cost,0.0
166,2033,reg1,OP_supply,fixed_cost,0.0
167,2034,reg1,OP_supply,fixed_cost,0.0
168,2035,reg1,OP_supply,fixed_cost,0.0
169,2036,reg1,OP_supply,fixed_cost,0.0
170,2037,reg1,OP_supply,fixed_cost,0.0
171,2038,reg1,OP_supply,fixed_cost,0.0
172,2039,reg1,OP_supply,fixed_cost,0.0
173,2040,reg1,OP_supply,fixed_cost,0.0
174,2041,reg1,OP_supply,fixed_cost,0.0
175,2042,reg1,OP_supply,fixed_cost,0.0
176,2043,reg1,OP_supply,fixed_cost,0.0
177,2044,reg1,OP_supply,fixed_cost,0.0
178,2045,reg1,OP_supply,fixed_cost,0.0
179,2046,reg1,OP_supply,fixed_cost,0.0
180,2047,reg1,OP_supply,fixed_cost,0.0
181,2048,reg1,OP_supply,fixed_cost,0.0
182,2049,reg1,OP_supply,fixed_cost,0.0
183,2050,reg1,OP_supply,fixed_cost,0.0
184,2051,reg1,OP_supply,fixed_cost,0.0
185,2052,reg1,OP_supply,fixed_cost,0.0
186,2053,reg1,OP_supply,fixed_cost,0.0
187,2054,reg1,OP_supply,fixed_cost,0.0
188,2055,reg1,OP_supply,fixed_cost,0.0
189,2056,reg1,OP_supply,fixed_cost,0.0
190,2057,reg1,OP_supply,fixed_cost,0.0
191,2058,reg1,OP_supply,fixed_cost,0.0
192,2059,reg1,OP_supply,fixed_cost,0.0
193,2060,reg1,OP_supply,fixed_cost,0.0
194,2061,reg1,OP_supply,fixed_cost,0.0
195,2062,reg1,OP_supply,fixed_cost,0.0
196,2063,reg1,OP_supply,fixed_cost,0.0
197,2064,reg1,OP_supply,fixed_cost,0.0
198,2065,reg1,OP_supply,fixed_cost,0.0
199,2066,reg1,OP_supply,fixed_cost,0.0
200,2067,reg1,OP_supply,fixed_cost,0.0
201,2068,reg1,OP_supply,fixed_cost,0.0
202,2069,reg1,OP_supply,fixed_cost,0.0
203,2070,reg1,OP_supply,fixed_cost,0.0
204,2020,reg1,BW_supply,fixed_cost,0.0
205,2021,reg1,BW_supply,fixed_cost,0.0
206,2022,reg1,BW_supply,fixed_cost,0.0
207,2023,reg1,BW_supply,fixed_cost,0.0
208,2024,reg1,BW_supply,fixed_cost,0.0
209,2025,reg1,BW_supply,fixed_cost,0.0
210,2026,reg1,BW_supply,fixed_cost,0.0
211,2027,reg1,BW_supply,fixed_cost,0.0
212,2028,reg1,BW_supply,fixed_cost,0.0
213,2029,reg1,BW_supply,fixed_cost,0.0
214,2030,reg1,BW_supply,fixed_cost,0.0
215,2031,reg1,BW_supply,fixed_cost,0.0
216,2032,reg1,BW_supply,fixed_cost,0.0
217,2033,reg1,BW_supply,fixed_cost,0.0
218,2034,reg1,BW_supply,fixed_cost,0.0
219,2035,reg1,BW_supply,fixed_cost,0.0
220,2036,reg1,BW_supply,fixed_cost,0.0
221,2037,reg1,BW_supply,fixed_cost,0.0
222,2038,reg1,BW_supply,fixed_cost,0.0
223,2039,reg1,BW_supply,fixed_cost,0.0
224,2040,reg1,BW_supply,fixed_cost,0.0
225,2041,reg1,BW_supply,fixed_cost,0.0
226,2042,reg1,BW_supply,fixed_cost,0.0
227,2043,reg1,BW_supply,fixed_cost,0.0
228,2044,reg1,BW_supply,fixed_cost,0.0
229,2045,reg1,BW_supply,fixed_cost,0.0
230,2046,reg1,BW_supply,fixed_cost,0.0
231,2047,reg1,BW_supply,fixed_cost,0.0
232,2048,reg1,BW_supply,fixed_cost,0.0
233,2049,reg1,BW_supply,fixed_cost,0.0
234,2050,reg1,BW_supply,fixed_cost,0.0
235,2051,reg1,BW_supply,fixed_cost,0.0
236,2052,reg1,BW_supply,fixed_cost,0.0
237,2053,reg1,BW_supply,fixed_cost,0.0
238,2054,reg1,BW_supply,fixed_cost,0.0
239,2055,reg1,BW_supply,fixed_cost,0.0
240,2056,reg1,BW_supply,fixed_cost,0.0
241,2057,reg1,BW_supply,fixed_cost,0.0
242,2058,reg1,BW_supply,fixed_cost,0.0
243,2059,reg1,BW_supply,fixed_cost,0.0
244,2060,reg1,BW_supply,fixed_cost,0.0
245,2061,reg1,BW_supply,fixed_cost,0.0
246,2062,reg1,BW_supply,fixed_cost,0.0
247,2063,reg1,BW_supply,fixed_cost,0.0
248,2064,reg1,BW_supply,fixed_cost,0.0
249,2065,reg1,BW_supply,fixed_cost,0.0
250,2066,reg1,BW_supply,fixed_cost,0.0
251,2067,reg1,BW_supply,fixed_cost,0.0
252,2068,reg1,BW_supply,fixed_cost,0.0
253,2069,reg1,BW_supply,fixed_cost,0.0
254,2070,reg1,BW_supply,fixed_cost,0.0
255,2020,reg1,Bio_oil_supply,fixed_cost,0.0
256,2021,reg1,Bio_oil_supply,fixed_cost,0.0
257,2022,reg1,Bio_oil_supply,fixed_cost,0.0
258,2023,reg1,Bio_oil_supply,fixed_cost,0.0
259,2024,reg1,Bio_oil_supply,fixed_cost,0.0
260,2025,reg1,Bio_oil_supply,fixed_cost,0.0
261,2026,reg1,Bio_oil_supply,fixed_cost,0.0
262,2027,reg1,Bio_oil_supply,fixed_cost,0.0
263,2028,reg1,Bio_oil_supply,fixed_cost,0.0
264,2029,reg1,Bio_oil_supply,fixed_cost,0.0
265,2030,reg1,Bio_oil_supply,fixed_cost,0.0
266,2031,reg1,Bio_oil_supply,fixed_cost,0.0
267,2032,reg1,Bio_oil_supply,fixed_cost,0.0
268,2033,reg1,Bio_oil_supply,fixed_cost,0.0
269,2034,reg1,Bio_oil_supply,fixed_cost,0.0
270,2035,reg1,Bio_oil_supply,fixed_cost,0.0
271,2036,reg1,Bio_oil_supply,fixed_cost,0.0
272,2037,reg1,Bio_oil_supply,fixed_cost,0.0
273,2038,reg1,Bio_oil_supply,fixed_cost,0.0
274,2039,reg1,Bio_oil_supply,fixed_cost,0.0
275,2040,reg1,Bio_oil_supply,fixed_cost,0.0
276,2041,reg1,Bio_oil_supply,fixed_cost,0.0
277,2042,reg1,Bio_oil_supply,fixed_cost,0.0
278,2043,reg1,Bio_oil_supply,fixed_cost,0.0
279,2044,reg1,Bio_oil_supply,fixed_cost,0.0
280,2045,reg1,Bio_oil_supply,fixed_cost,0.0
281,2046,reg1,Bio_oil_supply,fixed_cost,0.0
282,2047,reg1,Bio_oil_supply,fixed_cost,0.0
283,2048,reg1,Bio_oil_supply,fixed_cost,0.0
284,2049,reg1,Bio_oil_supply,fixed_cost,0.0
285,2050,reg1,Bio_oil_supply,fixed_cost,0.0
286,2051,reg1,Bio_oil_supply,fixed_cost,0.0
287,2052,reg1,Bio_oil_supply,fixed_cost,0.0
288,2053,reg1,Bio_oil_supply,fixed_cost,0.0
289,2054,reg1,Bio_oil_supply,fixed_cost,0.0
290,2055,reg1,Bio_oil_supply,fixed_cost,0.0
291,2056,reg1,Bio_oil_supply,fixed_cost,0.0
292,2057,reg1,Bio_oil_supply,fixed_cost,0.0
293,2058,reg1,Bio_oil_supply,fixed_cost,0.0
294,2059,reg1,Bio_oil_supply,fixed_cost,0.0
295,2060,reg1,Bio_oil_supply,fixed_cost,0.0
296,2061,reg1,Bio_oil_supply,fixed_cost,0.0
297,2062,reg1,Bio_oil_supply,fixed_cost,0.0
298,2063,reg1,Bio_oil_supply,fixed_cost,0.0
299,2064,reg1,Bio_oil_supply,fixed_cost,0.0
300,2065,reg1,Bio_oil_supply,fixed_cost,0.0
301,2066,reg1,Bio_oil_supply,fixed_cost,0.0
302,2067,reg1,Bio_oil_supply,fixed_cost,0.0
303,2068,reg1,Bio_oil_supply,fixed_cost,0.0
304,2069,reg1,Bio_oil_supply,fixed_cost,0.0
305,2070,reg1,Bio_oil_supply,fixed_cost,0.0
306,2020,reg1,Geo_PP,fixed_cost,152310974.6351593
307,2021,reg1,Geo_PP,fixed_cost,154280903.3965511
308,2022,reg1,Geo_PP,fixed_cost,164398101.24830818
309,2023,reg1,Geo_PP,fixed_cost,158233440.7754402
310,2024,reg1,Geo_PP,fixed_cost,160216049.39293754
311,2025,reg1,Geo_PP,fixed_cost,162202884.62913677
312,2026,reg1,Geo_PP,fixed_cost,163452584.86800584
313,2027,reg1,Geo_PP,fixed_cost,164704771.35317013
314,2028,reg1,Geo_PP,fixed_cost,165959444.08462963
315,2029,reg1,Geo_PP,fixed_cost,167216603.06238434
316,2030,reg1,Geo_PP,fixed_cost,168476248.28643426
317,2031,reg1,Geo_PP,fixed_cost,168463684.80781484
318,2032,reg1,Geo_PP,fixed_cost,168451121.3291954
319,2033,reg1,Geo_PP,fixed_cost,168438557.85057595
320,2034,reg1,Geo_PP,fixed_cost,168425994.37195653
321,2035,reg1,Geo_PP,fixed_cost,168413430.8933371
322,2036,reg1,Geo_PP,fixed_cost,168400867.41471767
323,2037,reg1,Geo_PP,fixed_cost,168388303.93609822
324,2038,reg1,Geo_PP,fixed_cost,168375740.4574788
325,2039,reg1,Geo_PP,fixed_cost,168363176.97885936
326,2040,reg1,Geo_PP,fixed_cost,168350613.50024003
327,2041,reg1,Geo_PP,fixed_cost,168145410.0161228
328,2042,reg1,Geo_PP,fixed_cost,167940206.53200558
329,2043,reg1,Geo_PP,fixed_cost,167735003.0478884
330,2044,reg1,Geo_PP,fixed_cost,167529799.5637712
331,2045,reg1,Geo_PP,fixed_cost,167324596.07965398
332,2046,reg1,Geo_PP,fixed_cost,167119392.59553677
333,2047,reg1,Geo_PP,fixed_cost,166914189.11141956
334,2048,reg1,Geo_PP,fixed_cost,166708985.62730238
335,2049,reg1,Geo_PP,fixed_cost,166503782.14318517
336,2050,reg1,Geo_PP,fixed_cost,166298578.6590679
337,2051,reg1,Geo_PP,fixed_cost,166298578.65906793
338,2052,reg1,Geo_PP,fixed_cost,166298578.65906793
339,2053,reg1,Geo_PP,fixed_cost,166298578.65906793
340,2054,reg1,Geo_PP,fixed_cost,166298578.65906793
341,2055,reg1,Geo_PP,fixed_cost,166298578.65906793
342,2056,reg1,Geo_PP,fixed_cost,166298578.65906793
343,2057,reg1,Geo_PP,fixed_cost,166298578.65906793
344,2058,reg1,Geo_PP,fixed_cost,166298578.65906793
345,2059,reg1,Geo_PP,fixed_cost,166298578.65906793
346,2060,reg1,Geo_PP,fixed_cost,166298578.65906793
347,2061,reg1,Geo_PP,fixed_cost,166298578.65906793
348,2062,reg1,Geo_PP,fixed_cost,166298578.65906793
349,2063,reg1,Geo_PP,fixed_cost,166298578.65906793
350,2064,reg1,Geo_PP,fixed_cost,166298578.65906793
351,2065,reg1,Geo_PP,fixed_cost,166298578.65906793
352,2066,reg1,Geo_PP,fixed_cost,166298578.65906793
353,2067,reg1,Geo_PP,fixed_cost,166298578.65906793
354,2068,reg1,Geo_PP,fixed_cost,166298578.65906793
355,2069,reg1,Geo_PP,fixed_cost,166298578.65906793
356,2070,reg1,Geo_PP,fixed_cost,166298578.65906793
357,2020,reg1,Solar_PV_PP,fixed_cost,317393751.3694755
358,2021,reg1,Solar_PV_PP,fixed_cost,370439116.65608984
359,2022,reg1,Solar_PV_PP,fixed_cost,421060268.0523367
360,2023,reg1,Solar_PV_PP,fixed_cost,469257205.55821604
361,2024,reg1,Solar_PV_PP,fixed_cost,515029929.17372787
362,2025,reg1,Solar_PV_PP,fixed_cost,558378438.8988723
363,2026,reg1,Solar_PV_PP,fixed_cost,599302734.733649
364,2027,reg1,Solar_PV_PP,fixed_cost,637802816.6780584
365,2028,reg1,Solar_PV_PP,fixed_cost,673878684.7321002
366,2029,reg1,Solar_PV_PP,fixed_cost,677547778.8987262
367,2030,reg1,Solar_PV_PP,fixed_cost,665402439.4760973
368,2031,reg1,Solar_PV_PP,fixed_cost,688939473.642303
369,2032,reg1,Solar_PV_PP,fixed_cost,672453377.9220873
370,2033,reg1,Solar_PV_PP,fixed_cost,656157718.4526932
371,2034,reg1,Solar_PV_PP,fixed_cost,640052495.2341208
372,2035,reg1,Solar_PV_PP,fixed_cost,624137708.2663702
373,2036,reg1,Solar_PV_PP,fixed_cost,608413357.5494411
374,2037,reg1,Solar_PV_PP,fixed_cost,594628173.7343192
375,2038,reg1,Solar_PV_PP,fixed_cost,579267149.7265488
376,2039,reg1,Solar_PV_PP,fixed_cost,564096561.9696001
377,2040,reg1,Solar_PV_PP,fixed_cost,561894692.5370231
378,2041,reg1,Solar_PV_PP,fixed_cost,546972788.1568189
379,2042,reg1,Solar_PV_PP,fixed_cost,541255302.5663295
380,2043,reg1,Solar_PV_PP,fixed_cost,535537816.9758401
381,2044,reg1,Solar_PV_PP,fixed_cost,529820331.3853507
382,2045,reg1,Solar_PV_PP,fixed_cost,524102845.7948614
383,2046,reg1,Solar_PV_PP,fixed_cost,518385360.2043719
384,2047,reg1,Solar_PV_PP,fixed_cost,512667874.61388254
385,2048,reg1,Solar_PV_PP,fixed_cost,506950389.0233931
386,2049,reg1,Solar_PV_PP,fixed_cost,501232903.4329037
387,2050,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
388,2051,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
389,2052,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
390,2053,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
391,2054,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
392,2055,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
393,2056,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
394,2057,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
395,2058,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
396,2059,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
397,2060,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
398,2061,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
399,2062,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
400,2063,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
401,2064,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
402,2065,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
403,2066,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
404,2067,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
405,2068,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
406,2069,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
407,2070,reg1,Solar_PV_PP,fixed_cost,495515417.84241444
408,2020,reg1,Wind_PP,fixed_cost,379664585.79622155
409,2021,reg1,Wind_PP,fixed_cost,425483529.4186448
410,2022,reg1,Wind_PP,fixed_cost,470109263.54995465
411,2023,reg1,Wind_PP,fixed_cost,469002176.3804413
412,2024,reg1,Wind_PP,fixed_cost,511782919.9520354
413,2025,reg1,Wind_PP,fixed_cost,553370454.0325162
414,2026,reg1,Wind_PP,fixed_cost,593764778.621884
415,2027,reg1,Wind_PP,fixed_cost,593194500.6122022
416,2028,reg1,Wind_PP,fixed_cost,568412927.938229
417,2029,reg1,Wind_PP,fixed_cost,581986350.8376114
418,2030,reg1,Wind_PP,fixed_cost,595010877.8729897
419,2031,reg1,Wind_PP,fixed_cost,582944223.7063346
420,2032,reg1,Wind_PP,fixed_cost,570877569.5396795
421,2033,reg1,Wind_PP,fixed_cost,558810915.3730245
422,2034,reg1,Wind_PP,fixed_cost,546744261.2063694
423,2035,reg1,Wind_PP,fixed_cost,534677607.03971434
424,2036,reg1,Wind_PP,fixed_cost,522610952.8730593
425,2037,reg1,Wind_PP,fixed_cost,510544298.7064042
426,2038,reg1,Wind_PP,fixed_cost,498477644.53974915
427,2039,reg1,Wind_PP,fixed_cost,486410990.3730941
428,2040,reg1,Wind_PP,fixed_cost,474344336.20643926
429,2041,reg1,Wind_PP,fixed_cost,465814459.9851831
430,2042,reg1,Wind_PP,fixed_cost,457284583.763927
431,2043,reg1,Wind_PP,fixed_cost,448754707.54267085
432,2044,reg1,Wind_PP,fixed_cost,440224831.3214147
433,2045,reg1,Wind_PP,fixed_cost,431694955.1001586
434,2046,reg1,Wind_PP,fixed_cost,423165078.87890244
435,2047,reg1,Wind_PP,fixed_cost,414635202.65764624
436,2048,reg1,Wind_PP,fixed_cost,406105326.4363901
437,2049,reg1,Wind_PP,fixed_cost,397575450.21513397
438,2050,reg1,Wind_PP,fixed_cost,389045573.9938779
439,2051,reg1,Wind_PP,fixed_cost,389045573.9938779
440,2052,reg1,Wind_PP,fixed_cost,389045573.9938779
441,2053,reg1,Wind_PP,fixed_cost,389045573.9938779
442,2054,reg1,Wind_PP,fixed_cost,389045573.9938779
443,2055,reg1,Wind_PP,fixed_cost,389045573.9938779
444,2056,reg1,Wind_PP,fixed_cost,389045573.9938779
445,2057,reg1,Wind_PP,fixed_cost,389045573.9938779
446,2058,reg1,Wind_PP,fixed_cost,389045573.9938779
447,2059,reg1,Wind_PP,fixed_cost,389045573.9938779
448,2060,reg1,Wind_PP,fixed_cost,389045573.9938779
449,2061,reg1,Wind_PP,fixed_cost,389045573.9938779
450,2062,reg1,Wind_PP,fixed_cost,389045573.9938779
451,2063,reg1,Wind_PP,fixed_cost,389045573.9938779
452,2064,reg1,Wind_PP,fixed_cost,389045573.9938779
453,2065,reg1,Wind_PP,fixed_cost,389045573.9938779
454,2066,reg1,Wind_PP,fixed_cost,389045573.9938779
455,2067,reg1,Wind_PP,fixed_cost,389045573.9938779
456,2068,reg1,Wind_PP,fixed_cost,389045573.9938779
457,2069,reg1,Wind_PP,fixed_cost,389045573.9938779
458,2070,reg1,Wind_PP,fixed_cost,389045573.9938779
459,2020,reg1,Hydro_PP,fixed_cost,685532663.6540252
460,2021,reg1,Hydro_PP,fixed_cost,689526897.5240592
461,2022,reg1,Hydro_PP,fixed_cost,693523808.5813663
462,2023,reg1,Hydro_PP,fixed_cost,697523396.8259465
463,2024,reg1,Hydro_PP,fixed_cost,701525662.2577995
464,2025,reg1,Hydro_PP,fixed_cost,705530604.8769257
465,2026,reg1,Hydro_PP,fixed_cost,709538224.6833248
466,2027,reg1,Hydro_PP,fixed_cost,713548521.6769971
467,2028,reg1,Hydro_PP,fixed_cost,706244929.2503804
468,2029,reg1,Hydro_PP,fixed_cost,696306806.1849129
469,2030,reg1,Hydro_PP,fixed_cost,697507323.2853483
470,2031,reg1,Hydro_PP,fixed_cost,697507323.2853483
471,2032,reg1,Hydro_PP,fixed_cost,697507323.2853483
472,2033,reg1,Hydro_PP,fixed_cost,697507323.2853483
473,2034,reg1,Hydro_PP,fixed_cost,697507323.2853483
474,2035,reg1,Hydro_PP,fixed_cost,697507323.2853483
475,2036,reg1,Hydro_PP,fixed_cost,697507323.2853483
476,2037,reg1,Hydro_PP,fixed_cost,697507323.2853483
477,2038,reg1,Hydro_PP,fixed_cost,697507323.2853483
478,2039,reg1,Hydro_PP,fixed_cost,697507323.2853483
479,2040,reg1,Hydro_PP,fixed_cost,697507323.2853483
480,2041,reg1,Hydro_PP,fixed_cost,697507323.2853483
481,2042,reg1,Hydro_PP,fixed_cost,697507323.2853483
482,2043,reg1,Hydro_PP,fixed_cost,697507323.2853483
483,2044,reg1,Hydro_PP,fixed_cost,697507323.2853483
